QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,COUNTRY,DEALSIZE
39,148.34,5785.26,12/11/2018,Norway,Medium
45,118.68,5340.6,20/11/2018,USA,Medium
35,163.88,5735.8,2/12/2018,USA,Medium
45,141.28,6357.6,,Spain,Medium
46,159.65,7343.9,26/02/2019,USA,Large
37,161.06,5959.22,13/04/2019,Japan,Medium
31,129.98,4029.38,1/6/2019,UK,Medium
33,152.58,5035.14,6/7/2019,Italy,Medium
31,,4116.8,6/8/2019,USA,Medium
27,159.65,4310.55,30/08/2019,Switzerland,Medium
39,165.3,6446.7,5/10/2018,Norway,Medium
32,113.02,3616.64,16/10/2019,Spain,Medium
28,151.17,4232.76,4/11/2019,USA,Medium
26,67.91,1765.66,17/11/2019,USA,Small
44,84.88,3734.72,24/11/2019,France,Medium
46,104.53,4808.38,12/1/2020,USA,Medium
32,70.83,2266.56,10/2/2020,Spain,Small
65,161.06,10468.9,15/04/2020,Denmark,Large
43,129.98,5589.14,17/05/2020,Austria,Medium
43,67.77,2914.11,3/3/2018,Philippines,Small
35,49.74,1740.9,8/5/2018,France,Small
45,50.36,2266.2,2/7/2018,USA,Small
47,67.14,3155.58,3/9/2018,,Medium
38,,2598.82,4/11/2018,Australia,Small
21,50.36,1057.56,11/11/2018,France,Small
43,72.74,3127.82,20/11/2018,Germany,Medium
46,54.09,2488.14,15/01/2019,France,Small
38,58.44,2220.72,21/02/2019,France,Small
26,52.22,,5/4/2019,USA,Small
31,52.84,1638.04,26/05/2019,France,Small
48,54.71,2626.08,30/06/2019,USA,Small
33,50.36,1661.88,2/8/2019,USA,Small
38,57.2,2173.6,28/08/2019,France,Small
39,55.95,2182.05,30/09/2019,Finland,Small
42,67.14,2819.88,16/10/2019,Germany,Small
44,59.06,2598.64,3/11/2019,USA,Small
29,69.63,2019.27,16/11/2019,Philippines,Small
26,55.95,1454.7,24/11/2019,Australia,Small
31,53.47,1657.57,7/12/2019,Spain,Small
32,89.12,2851.84,6/1/2020,Finland,Small
28,164.63,4609.64,10/2/2020,Spain,Medium
36,141.11,5079.96,4/3/2020,USA,Medium
36,52.22,1879.92,8/4/2020,UK,Small
41,116.46,4774.86,17/02/2018,Italy,Medium
27,99.52,2687.04,28/04/2018,Austria,Small
33,103.75,3423.75,16/06/2018,USA,Medium
34,101.64,3455.76,10/8/2018,USA,Medium
29,124.93,3622.97,6/10/2018,Finland,Medium
34,105.87,,23/10/2018,Sweden,Medium
48,112.22,5386.56,8/11/2018,France,Medium
46,106.93,4918.78,,UK,Medium
22,115.4,2538.8,26/11/2018,Spain,Small
45,85.75,3858.75,19/02/2019,USA,Medium
46,121.75,5600.5,8/5/2019,USA,Medium
34,120.69,4103.46,24/06/2019,Spain,Medium
50,85.75,4287.5,21/07/2019,Belgium,Medium
46,125.99,5795.54,20/08/2019,Canada,Medium
22,84.7,1863.4,15/09/2019,Germany,Small
48,86.81,4166.88,14/10/2019,USA,Medium
47,86.81,4080.07,1/11/2019,UK,Medium
34,112.22,3815.48,12/11/2019,Italy,Medium
45,122.81,5526.45,22/11/2019,Belgium,Medium
20,,3374.6,3/12/2019,UK,Medium
50,60.49,3024.5,31/01/2020,Finland,Medium
22,57.55,1266.1,1/3/2020,Spain,Small
45,106.93,4811.85,30/03/2020,France,Medium
58,125.99,7307.42,1/4/2020,USA,Large
51,121.75,6209.25,,Australia,Medium
38,140.75,5348.5,31/01/2018,Spain,Medium
22,126.39,2780.58,16/04/2018,Singapore,Small
25,137.88,3447,3/6/2018,USA,Medium
24,157.98,3791.52,8/8/2018,USA,Medium
35,129.26,4524.1,25/09/2018,Australia,Medium
28,119.2,3337.6,22/10/2018,Singapore,Medium
36,153.67,5532.12,6/11/2018,Italy,Medium
39,130.69,5096.91,14/11/2018,USA,Medium
27,168.04,4537.08,26/11/2018,USA,Medium
40,153.67,6146.8,9/12/2018,USA,Medium
50,165.16,8258,12/2/2019,Ireland,Large
42,172.34,7238.28,15/03/2019,Germany,Large
48,140.75,6756,5/5/2019,Finland,Medium
25,,3734,20/07/2019,USA,Medium
31,150.8,4674.8,20/08/2019,USA,Medium
44,162.29,7140.76,8/9/2019,USA,Large
23,156.55,3600.65,14/10/2019,UK,Medium
29,145.06,4206.74,22/10/2019,Denmark,Medium
49,109.79,5379.71,5/11/2019,USA,Medium
36,157.76,5679.36,,USA,Medium
34,129.26,4394.84,1/12/2019,,Medium
25,101.13,2528.25,10/12/2019,Spain,Small
48,146.49,7031.52,26/01/2020,Japan,Large
38,140.55,5340.9,22/02/2020,Spain,Medium
37,172.34,6376.58,15/03/2020,Spain,Medium
49,140.75,6896.75,5/5/2020,USA,Medium
22,86.51,1903.22,6/1/2018,USA,Small
28,89.27,2499.56,18/03/2018,UK,Small
36,85.59,3081.24,21/05/2018,,Medium
34,105.83,3598.22,11/9/2018,Australia,Medium
21,75.46,1584.66,5/11/2018,Italy,Small
36,109.52,3942.72,12/11/2018,USA,Medium
24,97.55,2341.2,21/11/2018,Australia,Small
29,85.59,2482.11,2/12/2018,USA,Small
38,94.79,3602.02,22/01/2019,UK,Medium
34,104.91,3566.94,2/3/2019,France,Medium
42,90.19,3787.98,13/04/2019,France,Medium
35,105.83,3704.05,17/08/2019,Italy,Medium
35,80.99,2834.65,1/9/2019,Singapore,Small
38,89.27,3392.26,6/10/2018,UK,Medium
41,81.91,3358.31,16/10/2019,,Medium
50,146.2,7310,17/11/2019,UK,Large
21,,2203.11,25/11/2019,France,Small
43,62.72,2696.96,12/1/2020,USA,Small
32,105.52,3376.64,16/02/2020,Spain,Medium
6,90.19,541.14,22/04/2020,USA,Small
66,92.95,6134.7,29/05/2020,Australia,Medium
41,82.5,3382.5,11/2/2018,Denmark,Medium
23,97.42,2240.66,16/04/2018,Singapore,Small
43,92.16,3962.88,6/6/2018,Spain,Medium
24,70.22,1685.28,8/8/2018,USA,Small
22,83.38,1834.36,28/09/2018,Spain,Small
26,73.73,1916.98,21/10/2018,USA,Small
35,74.6,2611,7/11/2018,Spain,Small
47,77.24,,14/11/2018,USA,Medium
50,101.81,5090.5,26/11/2018,Spain,Medium
45,87.77,3949.65,,France,Medium
39,89.53,3491.67,18/02/2019,Belgium,Medium
23,89.53,2059.19,20/03/2019,UK,Small
42,75.48,3170.16,7/5/2019,USA,Medium
20,89.53,1790.6,17/06/2019,Canada,Small
33,71.09,2345.97,21/07/2019,Belgium,Small
34,105.32,3580.88,,Canada,Medium
49,100.94,4946.06,9/9/2019,Italy,Medium
39,90.4,3525.6,14/10/2019,UK,Medium
36,100.06,3602.16,29/10/2019,France,Medium
50,86.01,4300.5,9/11/2019,Sweden,Medium
29,155.11,4498.19,21/11/2019,USA,Medium
30,100.77,3023.1,2/12/2019,Spain,Medium
41,,3562.49,26/01/2020,Japan,Medium
28,58.58,1640.24,22/02/2020,Spain,Small
45,,4739.4,23/03/2020,USA,Medium
16,75.48,1207.68,6/5/2020,USA,Small
36,117.45,4228.2,29/01/2018,Norway,Medium
41,117.45,4815.45,1/4/2018,France,Medium
50,141.66,7083,28/05/2018,Spain,Large
40,115.03,4601.2,24/07/2018,USA,Medium
49,131.98,6467.02,19/09/2018,Singapore,Medium
45,111.39,5012.55,21/10/2018,Austria,Medium
47,108.97,5121.59,6/11/2018,UK,Medium
21,116.24,2441.04,13/11/2018,USA,Small
32,133.19,4262.08,25/11/2018,France,Medium
47,141.66,6658.02,9/12/2018,,Medium
38,118.66,4509.08,4/2/2019,Singapore,Medium
41,115.03,4716.23,11/3/2019,USA,Medium
21,113.82,2390.22,,USA,Small
41,113.82,4666.62,15/06/2019,Singapore,Medium
38,141.66,5383.08,19/07/2019,Australia,Medium
25,99.29,2482.25,19/08/2019,USA,Small
48,110.18,5288.64,8/9/2019,Sweden,Medium
22,99.29,2184.38,13/10/2019,USA,Small
28,102.92,2881.76,22/10/2019,Canada,Small
47,131.98,6203.06,5/11/2019,Germany,Medium
49,138.03,6763.47,19/11/2019,Sweden,Medium
45,130.77,5884.65,29/11/2019,Australia,Medium
28,127.13,3559.64,10/12/2019,USA,Medium
29,57.53,1668.37,20/01/2020,Australia,Small
39,125.4,4890.6,17/02/2020,USA,Medium
46,113.82,5235.72,1/5/2020,Canada,Medium
38,113.82,4325.16,31/05/2020,France,Medium
41,47.29,,29/01/2018,Norway,Small
50,49.81,2490.5,26/03/2018,USA,Small
43,53.83,2314.69,28/05/2018,Spain,Small
29,43.27,1254.83,24/07/2018,USA,Small
30,42.76,1282.8,19/09/2018,Singapore,Small
25,53.83,1345.75,21/10/2018,Austria,Small
49,44.78,2194.22,6/11/2018,Australia,Small
40,49.3,1972,13/11/2018,USA,Small
41,44.78,1835.98,25/11/2018,France,Small
21,53.33,1119.93,5/12/2018,Canada,Small
46,45.28,2082.88,29/01/2019,USA,Small
39,40.25,1569.75,11/3/2019,,Small
45,59.87,2694.15,4/5/2019,,Small
21,59.87,1257.27,15/06/2019,Japan,Small
44,58.36,2567.84,19/07/2019,Australia,Small
44,59.87,2634.28,19/08/2019,USA,Small
29,51.82,1502.78,8/9/2019,Sweden,Small
34,49.3,1676.2,11/10/2019,France,Small
,56.85,2217.15,21/10/2019,USA,Small
38,179.79,6832.02,5/11/2019,USA,Medium
29,245.2,7110.8,1/11/2019,Spain,Large
30,176.76,5302.8,10/12/2019,Spain,Medium
20,136.5,2730,20/01/2020,Australia,Small
39,200.7,,17/02/2020,USA,Large
35,59.87,2095.45,1/5/2020,Canada,Small
26,59.87,1556.62,31/05/2020,Spain,Small
44,126.48,5565.12,3/3/2018,Philippines,Medium
28,127.97,3583.16,8/5/2018,France,Medium
31,151.78,4705.18,2/7/2018,USA,Medium
29,153.26,4444.54,3/9/2018,USA,Medium
33,148.8,4910.4,4/11/2018,Australia,Medium
44,126.48,5565.12,11/11/2018,France,Medium
32,132.43,4237.76,20/11/2018,Germany,Medium
41,138.38,5673.58,15/01/2019,France,Medium
35,150.29,5260.15,22/02/2019,Switzerland,Medium
44,144.34,6350.96,9/4/2019,Denmark,Medium
26,136.9,3559.4,26/05/2019,France,Medium
20,120.53,2410.6,30/06/2019,USA,Small
48,119.04,5713.92,2/8/2019,USA,Medium
34,126.48,4300.32,30/08/2019,,Medium
49,162.19,7947.31,30/09/2019,Finland,Large
40,133.92,5356.8,16/10/2019,Germany,Medium
45,175.58,7901.1,3/11/2019,USA,Large
50,122.02,6101,16/11/2019,Philippines,Medium
38,165.17,6276.46,24/11/2019,Australia,Medium
25,168.14,4203.5,7/12/2019,Spain,Medium
28,58.18,1629.04,6/1/2020,Finland,Small
49,67.14,3289.86,10/2/2020,Spain,Medium
49,140.06,6862.94,4/3/2020,USA,Medium
42,61.29,2574.18,18/03/2018,UK,Small
23,57.73,1327.79,,USA,Small
29,81.25,2356.25,11/9/2018,Australia,Small
25,80.54,,17/10/2018,Denmark,Small
39,71.98,2807.22,5/11/2018,Italy,Small
44,69.84,3072.96,12/11/2018,USA,Medium
25,76.26,1906.5,21/11/2018,Australia,Small
45,76.26,3431.7,2/12/2018,USA,Medium
25,83.39,2084.75,22/01/2019,UK,Small
37,57.73,2136.01,2/3/2019,France,Small
30,66.99,2009.7,13/04/2019,France,Small
36,75.55,2719.8,7/7/2019,USA,Small
26,60.58,1575.08,9/8/2019,Spain,Small
23,73.41,1688.43,1/9/2019,Singapore,Small
23,72.7,1672.1,6/10/2018,UK,Small
25,,1674.75,16/10/2019,Spain,Small
21,165.38,3472.98,17/11/2019,UK,Medium
26,63.43,1649.18,25/11/2019,France,Small
44,85.25,3751,12/1/2020,USA,Medium
24,189,4536,16/02/2020,,Medium
66,66.99,4421.34,22/04/2020,USA,Medium
36,57.73,2078.28,29/05/2020,Australia,Small
36,85.25,3069,18/03/2018,UK,Medium
22,77.9,1713.8,21/05/2018,USA,Small
25,60.26,1506.5,11/9/2018,Australia,Small
37,72.76,2692.12,17/10/2018,Denmark,Small
32,75.69,2422.08,5/11/2018,USA,Small
47,74.22,3488.34,12/11/2018,USA,Medium
37,69.82,2583.34,20/11/2018,USA,Small
20,62.47,1249.4,2/12/2018,USA,Small
41,82.31,3374.71,16/01/2019,Spain,Medium
21,60.26,,26/02/2019,USA,Small
22,76.43,1681.46,13/04/2019,France,Small
40,80.1,3204,7/7/2019,USA,Medium
32,74.96,2398.72,9/8/2019,Spain,Small
36,66.14,2381.04,1/9/2019,Singapore,Small
27,72.02,1944.54,5/10/2018,Norway,Small
26,87.45,2273.7,16/10/2019,Spain,Small
30,70.55,2116.5,4/11/2019,USA,Small
23,56.84,1307.32,17/11/2019,UK,Small
29,59.53,1726.37,25/11/2019,France,Small
21,60.37,1267.77,12/1/2020,USA,Small
34,101.23,3441.82,16/02/2020,Spain,Medium
26,76.43,1987.18,22/04/2020,USA,Small
60,64.67,3880.2,,Australia,Medium
35,55.49,1942.15,31/01/2018,Spain,Small
47,69.36,3259.92,,USA,Medium
20,60.69,1213.8,3/6/2018,USA,Small
20,54.33,1086.6,1/8/2018,Finland,Small
25,65.31,1632.75,25/09/2018,Australia,Small
25,69.36,1734,22/10/2018,Singapore,Small
27,68.78,1857.06,6/11/2018,Italy,Small
31,60.11,1863.41,14/11/2018,Spain,Small
44,66.47,2924.68,25/11/2018,USA,Small
49,46.82,2294.18,9/12/2018,USA,Small
26,56.07,1457.82,12/2/2019,Ireland,Small
36,54.33,,15/03/2019,Germany,Small
44,52.6,2314.4,5/5/2019,Spain,Small
28,46.82,1310.96,15/06/2019,Singapore,Small
45,64.74,2913.3,20/07/2019,USA,Small
29,46.82,1357.78,20/08/2019,USA,Small
40,53.75,2150,8/9/2019,USA,Small
45,61.85,2783.25,,USA,Small
44,53.18,2339.92,22/10/2019,Denmark,Small
25,69.16,1729,5/11/2019,USA,Small
45,132.72,5972.4,20/11/2019,France,Medium
48,47.4,2275.2,1/12/2019,USA,Small
44,60.76,2673.44,10/12/2019,Spain,Small
25,97.27,2431.75,23/01/2020,USA,Small
22,91.76,2018.72,22/02/2020,Spain,Small
31,50.29,1558.99,15/03/2020,Spain,Small
21,52.6,1104.6,3/5/2020,Spain,Small
55,46.82,2575.1,31/05/2020,France,Small
25,113.83,2845.75,24/02/2018,,Small
35,98.05,3431.75,29/04/2018,Australia,Medium
35,93.54,3273.9,1/7/2018,France,Medium
43,95.8,4119.4,25/08/2018,USA,Medium
50,114.95,5747.5,28/10/2018,USA,Medium
48,111.57,5355.36,11/11/2018,France,Medium
25,101.43,2535.75,18/11/2018,Norway,Small
25,90.16,2254,15/01/2019,France,Small
32,91.29,2921.28,20/02/2019,Australia,Small
20,114.95,2299,5/4/2019,USA,Small
26,101.43,2637.18,18/05/2019,USA,Small
42,102.56,4307.52,28/06/2019,USA,Medium
21,102.56,,23/07/2019,France,Small
34,109.32,3716.88,27/08/2019,USA,Medium
47,116.08,5455.76,30/09/2019,Finland,Medium
21,126.22,2650.62,15/10/2019,Norway,Small
48,134.11,6437.28,2/11/2019,USA,Medium
30,87.78,2633.4,15/11/2019,USA,Small
27,,2278.53,23/11/2019,Japan,Small
50,96.92,4846,5/1/2020,USA,Medium
38,110.45,4197.1,2/2/2020,Australia,Medium
45,102.17,4597.65,3/3/2020,Sweden,Medium
46,,5287.7,8/4/2020,UK,Medium
35,101.43,3550.05,13/05/2020,Spain,Medium
29,59.37,1721.73,18/03/2018,UK,Small
50,59.87,2993.5,20/05/2018,France,Small
26,49.81,1295.06,10/7/2018,France,Small
47,56.85,2671.95,11/9/2018,Australia,Small
23,53.33,1226.59,17/10/2018,,Small
34,42.76,1453.84,5/11/2018,USA,Small
34,53.83,1830.22,12/11/2018,Norway,Small
47,53.83,2530.01,,USA,Small
45,49.81,2241.45,2/12/2018,USA,Small
45,53.33,2399.85,16/01/2019,Spain,Small
36,43.27,1557.72,26/02/2019,USA,Small
21,40.25,845.25,13/04/2019,France,Small
28,48.3,1352.4,6/7/2019,Italy,Small
35,45.28,1584.8,6/8/2019,USA,Small
50,52.32,2616,1/9/2019,Singapore,Small
22,51.32,1129.04,5/10/2018,Norway,Small
45,49.3,2218.5,16/10/2019,Spain,Small
48,42.26,2028.48,4/11/2019,USA,Small
20,,1759.2,17/11/2019,UK,Small
27,36.21,977.67,24/11/2019,France,Small
38,38.5,1463,12/1/2020,USA,Small
32,124.08,3970.56,10/2/2020,Spain,Medium
64,40.25,2576,,USA,Small
37,60.37,2233.69,29/05/2020,Australia,Small
28,88.63,2481.64,17/02/2018,Italy,Small
39,119.27,4651.53,29/04/2018,Australia,Medium
41,94.1,3858.1,27/06/2018,Spain,Medium
40,87.54,3501.6,25/08/2018,USA,Medium
49,131.3,6433.7,28/10/2018,USA,Medium
27,98.48,2658.96,12/1/2019,Japan,Small
34,106.14,,20/02/2019,Australia,Medium
23,96.29,2214.67,2/4/2019,Canada,Small
31,88.63,2747.53,11/5/2019,USA,Small
34,97.38,3310.92,24/06/2019,Spain,Medium
25,95.2,2380,23/07/2019,,Small
22,105.04,2310.88,21/08/2019,Norway,Small
32,126.93,4061.76,16/09/2019,Ireland,Medium
31,112.7,3493.7,15/10/2019,USA,Medium
25,114.89,2872.25,1/11/2019,UK,Small
47,87.54,4114.38,12/11/2019,Italy,Medium
21,50.65,1063.65,23/11/2019,Japan,Small
28,71.73,2008.44,4/12/2019,USA,Small
46,94.1,4328.6,2/2/2020,Australia,Medium
33,41.71,1376.43,1/3/2020,Spain,Small
43,129.12,5552.16,30/03/2020,France,Medium
38,96.29,3659.02,3/4/2020,USA,Medium
47,88.63,,10/5/2020,Italy,Medium
45,31.2,1404,9/1/2018,Germany,Small
20,35.51,710.2,18/03/2018,UK,Small
45,37.84,1702.8,21/05/2018,USA,Small
36,33.19,1194.84,12/9/2018,USA,Small
31,31.53,977.43,5/11/2018,Italy,Small
39,36.84,1436.76,12/11/2018,USA,Small
26,29.21,759.46,21/11/2018,Australia,Small
32,37.17,1189.44,3/12/2018,Spain,Small
20,34.19,683.8,26/01/2019,Spain,Small
42,29.21,1226.82,2/3/2019,France,Small
33,29.54,974.82,26/04/2019,USA,Small
20,28.88,577.6,17/08/2019,Italy,Small
29,38.17,1106.93,1/9/2019,Singapore,Small
23,30.2,694.6,11/10/2019,France,Small
39,29.54,1152.06,21/10/2019,USA,Small
20,131.2,2624,4/11/2019,USA,Small
45,81.91,3685.95,,UK,Medium
20,35.18,703.6,25/11/2019,France,Small
48,202.5,9720,,France,Large
23,36.29,834.67,12/1/2020,USA,Small
32,70.56,2257.92,16/02/2020,Spain,Small
33,252.87,8344.71,9/3/2020,Australia,Large
61,29.54,1801.94,23/04/2020,Singapore,Small
45,26.88,1209.6,29/05/2020,Australia,Small
38,83.03,3155.14,24/02/2018,USA,Medium
34,83.79,2848.86,29/04/2018,Australia,Small
43,83.03,3570.29,1/7/2018,France,Medium
47,83.03,,25/08/2018,USA,Medium
22,67.03,1474.66,10/10/2018,Norway,Small
29,75.41,2186.89,28/10/2018,USA,Small
28,68.55,1919.4,11/11/2018,France,Small
40,91.4,3656,18/11/2018,Norway,Medium
30,61.7,1851,12/1/2019,Japan,Small
38,69.31,2633.78,20/02/2019,Australia,Small
36,87.6,3153.6,3/4/2019,USA,Medium
32,87.6,2803.2,11/5/2019,USA,Small
37,62.46,2311.02,28/06/2019,USA,Small
30,79.98,2399.4,,France,Small
39,70.08,2733.12,27/08/2019,USA,Small
32,65.51,2096.32,16/09/2019,Ireland,Small
47,63.22,2971.34,15/10/2019,USA,Small
26,86.83,2257.58,2/11/2019,USA,Small
37,94.43,3493.91,15/11/2019,USA,Medium
55,79.98,4398.9,24/11/2019,Spain,Medium
21,171.22,3595.62,6/1/2020,Finland,Medium
23,106.23,2443.29,3/2/2020,France,Small
49,81.4,3988.6,3/3/2020,Sweden,Medium
59,87.6,5168.4,7/4/2020,France,Medium
32,87.6,,10/5/2020,Italy,Small
43,147.47,6341.21,11/2/2018,Denmark,Medium
41,126.58,5189.78,16/04/2018,Singapore,Medium
45,133.95,6027.75,12/6/2018,UK,Medium
33,102,3366,8/8/2018,USA,Medium
40,136.41,5456.4,28/09/2018,Spain,Medium
33,115.52,3812.16,23/10/2018,Sweden,Medium
50,121.66,6083,7/11/2018,Spain,Medium
30,105.69,3170.7,14/11/2018,USA,Medium
41,110.6,4534.6,26/11/2018,Spain,Medium
35,122.89,4301.15,2/1/2019,France,Medium
49,138.87,6804.63,18/02/2019,Belgium,Medium
46,122.89,5652.94,20/03/2019,UK,Medium
48,145.01,6960.48,7/5/2019,USA,Medium
36,125.35,4512.6,17/06/2019,Canada,
22,126.58,2784.76,21/07/2019,Belgium,Small
42,126.58,5316.36,20/08/2019,Canada,Medium
21,140.09,2941.89,9/9/2019,Italy,Small
29,110.6,3207.4,14/10/2019,UK,Medium
35,120.43,4215.05,29/10/2019,France,Medium
41,105.69,4333.29,9/11/2019,Sweden,Medium
29,71.97,2087.13,21/11/2019,USA,Small
34,50.33,1711.22,,Spain,Small
37,105.69,3910.53,26/01/2020,Japan,Medium
49,116.75,5720.75,23/03/2020,USA,Medium
23,145.01,3335.23,6/5/2020,USA,Medium
46,53.76,,9/1/2018,Germany,Small
39,44.35,1729.65,18/03/2018,UK,Small
22,45.25,995.5,21/05/2018,USA,Small
49,49.28,2414.72,12/9/2018,USA,Small
27,41.22,1112.94,5/11/2018,Italy,Small
31,36.74,1138.94,12/11/2018,USA,Small
20,50.62,1012.4,21/11/2018,Australia,Small
24,38.08,913.92,3/12/2018,Spain,Small
49,47.94,2349.06,26/01/2019,Spain,Small
24,48.38,1161.12,2/3/2019,France,Small
39,45.25,1764.75,29/04/2019,Spain,Small
37,45.7,1690.9,4/6/2019,France,Small
45,47.49,2137.05,17/08/2019,,Small
45,48.38,2177.1,3/9/2019,Norway,Small
44,39.42,1734.48,11/10/2019,France,Small
23,37.63,865.49,21/10/2019,USA,Small
30,116.67,3500.1,4/11/2019,USA,Medium
26,85.52,2223.52,17/11/2019,UK,Small
43,53.76,2311.68,25/11/2019,France,Small
26,31.86,828.36,9/12/2019,France,Small
28,30.59,,12/1/2020,USA,Small
27,68.35,1845.45,16/02/2020,Spain,Small
24,168.42,4042.08,9/3/2020,Australia,Medium
40,45.7,1828,29/05/2020,USA,Small
36,102.23,3680.28,29/01/2018,Norway,Medium
21,139.29,2925.09,1/4/2018,France,Small
27,126.51,3415.77,28/05/2018,Spain,Medium
47,108.62,5105.14,24/07/2018,USA,Medium
42,121.4,5098.8,21/09/2018,Finland,Medium
32,145.68,4661.76,22/10/2018,Singapore,Medium
28,106.07,2969.96,6/11/2018,UK,Small
24,145.68,3496.32,14/11/2018,Spain,Medium
49,,5760.93,25/11/2018,France,Medium
46,,6819.04,9/12/2018,USA,Medium
28,112.46,3148.88,4/2/2019,Singapore,Medium
48,118.84,5704.32,11/3/2019,USA,Medium
29,121.4,3520.6,5/5/2019,Spain,Medium
47,112.46,5285.62,15/06/2019,Singapore,Medium
43,130.35,5605.05,20/07/2019,USA,Medium
25,111.18,2779.5,19/08/2019,USA,Small
48,112.46,5398.08,8/9/2019,Sweden,Medium
24,132.9,3189.6,13/10/2019,USA,
42,132.9,5581.8,22/10/2019,Canada,Medium
31,123.24,3820.44,5/11/2019,USA,Medium
42,131.62,5528.04,19/11/2019,Sweden,Medium
37,161.66,5981.42,1/11/2019,Spain,Medium
41,138.65,5684.65,10/12/2019,Spain,Medium
20,172.47,3449.4,23/01/2020,USA,Medium
20,132.72,2654.4,17/02/2020,USA,Small
70,121.4,8498,3/5/2020,Spain,Large
49,112.46,5510.54,,France,Medium
35,58.87,2060.45,3/3/2018,Philippines,Small
32,76.88,2460.16,7/5/2018,France,Small
29,,1787.56,2/7/2018,USA,Small
27,60.95,1645.65,25/08/2018,USA,Small
38,74.11,2816.18,4/11/2018,Australia,Small
35,72.03,2521.05,11/11/2018,France,Small
42,76.19,3199.98,19/11/2018,Spain,Medium
21,63.72,1338.12,15/01/2019,France,Small
37,80.34,2972.58,21/02/2019,France,Small
26,79.65,2070.9,5/4/2019,USA,Small
47,65.8,3092.6,26/05/2019,France,Medium
37,65.1,2408.7,30/06/2019,USA,Small
46,75.49,3472.54,2/8/2019,USA,Medium
38,59.56,2263.28,27/08/2019,,
33,66.49,2194.17,30/09/2019,Finland,Small
24,56.1,1346.4,15/10/2019,Norway,Small
31,81.73,2533.63,3/11/2019,USA,Small
42,81.03,3403.26,16/11/2019,Philippines,Medium
32,103.35,3307.2,24/11/2019,Austria,Medium
41,70.65,2896.65,7/12/2019,Spain,Small
43,61.23,2632.89,6/1/2020,Finland,Small
20,102.3,,3/2/2020,France,Small
35,65.13,2279.55,4/3/2020,USA,Small
27,79.65,2150.55,8/4/2020,UK,Small
43,78.15,3360.45,18/03/2018,UK,Medium
32,72.7,2326.4,21/05/2018,USA,Small
21,,1545.6,11/9/2018,Australia,Small
20,107.23,2144.6,17/10/2018,Denmark,Small
22,74.51,1639.22,5/11/2018,USA,Small
36,73.6,2649.6,12/11/2018,USA,Small
46,83.6,3845.6,20/11/2018,USA,Medium
47,96.32,4527.04,2/12/2018,USA,Medium
45,88.14,3966.3,16/01/2019,Spain,Medium
47,88.14,4142.58,2/3/2019,,Medium
47,94.5,4441.5,13/04/2019,France,Medium
38,87.24,3315.12,7/7/2019,USA,Medium
49,79.97,3918.53,9/8/2019,Spain,Medium
35,80.87,2830.45,1/9/2019,Singapore,Small
49,108.14,5298.86,6/10/2018,UK,Medium
28,93.6,2620.8,16/10/2019,Spain,Small
30,72.7,2181,4/11/2019,USA,Small
39,86.72,3382.08,17/11/2019,UK,Medium
25,,2876.75,29/11/2019,USA,Small
40,102.68,4107.2,19/01/2020,USA,Medium
36,37.5,1350,16/02/2020,Spain,Small
76,94.5,7182,,USA,Large
39,100.87,3933.93,29/05/2020,Australia,Medium
44,39.6,1742.4,31/01/2018,Spain,Small
24,30.06,721.44,1/4/2018,France,Small
39,38.19,1489.41,3/6/2018,USA,Small
21,42.43,891.03,1/8/2018,Finland,Small
30,40.31,1209.3,21/09/2018,Finland,Small
27,31.82,859.14,22/10/2018,Singapore,Small
37,31.12,1151.44,6/11/2018,UK,Small
42,31.82,1336.44,14/11/2018,Spain,Small
32,28.29,905.28,25/11/2018,USA,Small
42,29.7,1247.4,9/12/2018,USA,Small
21,40.31,846.51,10/2/2019,USA,Small
33,32.88,1085.04,11/3/2019,USA,Small
49,,1767.43,5/5/2019,Spain,Small
31,33.24,1030.44,15/06/2019,Singapore,Small
38,41.72,1585.36,20/07/2019,USA,Small
20,40.66,813.2,19/08/2019,USA,Small
39,30.06,1172.34,8/9/2019,USA,Small
48,31.47,1510.56,13/10/2019,USA,Small
39,37.13,1448.07,22/10/2019,Denmark,Small
30,111.27,3338.1,5/11/2019,USA,Medium
33,37.13,1225.29,19/11/2019,USA,Small
36,37.13,1336.68,1/12/2019,USA,Small
36,82.94,2985.84,10/12/2019,,Small
45,123.24,5545.8,23/01/2020,USA,Medium
40,152.24,6089.6,22/02/2020,Spain,Medium
46,38.9,1789.4,15/03/2020,Spain,Small
30,36.07,1082.1,3/5/2020,Spain,Small
31,33.24,1030.44,,France,Small
49,74.68,3659.32,17/02/2018,Italy,Medium
41,59.6,2443.6,28/04/2018,Austria,Small
35,67.14,2349.9,16/06/2018,USA,Small
27,60.97,1646.19,10/8/2018,USA,Small
23,72.62,1670.26,6/10/2018,Finland,Small
21,69.88,1467.48,23/10/2018,Sweden,Small
34,80.84,,8/11/2018,France,Small
22,69.2,1522.4,14/11/2018,UK,Small
48,67.82,3255.36,27/11/2018,Philippines,Medium
32,81.53,2608.96,19/02/2019,USA,Small
20,67.82,1356.4,8/5/2019,USA,Small
24,67.14,1611.36,24/06/2019,Spain,Small
40,65.08,2603.2,21/07/2019,USA,Small
30,73.99,2219.7,21/08/2019,Norway,Small
